"lemma","n","id"
"эге",1,"sadovnikov.prodaviets_prikliuchienii"
"Англия",1,"sadovnikov.spasitiel_okieana"
"Антарктида",1,"sadovnikov.spasitiel_okieana"
"Базиль",1,"sadovnikov.spasitiel_okieana"
"Базиль Тихонович",1,"sadovnikov.spasitiel_okieana"
"Васьляндия",2,"sadovnikov.spasitiel_okieana"
"Волшебник изумрудный город",1,"sadovnikov.spasitiel_okieana"
"Гольфстрим",1,"sadovnikov.spasitiel_okieana"
"Европа",1,"sadovnikov.spasitiel_okieana"
"Земля",1,"sadovnikov.spasitiel_okieana"
"Лукуллия",1,"sadovnikov.spasitiel_okieana"
"Луна",13,"sadovnikov.spasitiel_okieana"
"Марс",2,"sadovnikov.spasitiel_okieana"
"Менга",2,"sadovnikov.spasitiel_okieana"
"Москва",2,"sadovnikov.spasitiel_okieana"
"Москва """,2,"sadovnikov.spasitiel_okieana"
"Московия",2,"sadovnikov.spasitiel_okieana"
"Океан",1,"sadovnikov.spasitiel_okieana"
"Париж",6,"sadovnikov.spasitiel_okieana"
"СССР",1,"sadovnikov.spasitiel_okieana"
"Сан-Франциско",1,"sadovnikov.spasitiel_okieana"
"Север",2,"sadovnikov.spasitiel_okieana"
"Феликсания",2,"sadovnikov.spasitiel_okieana"
"Франция",4,"sadovnikov.spasitiel_okieana"
"Юпитер",1,"sadovnikov.spasitiel_okieana"
"Яшинезия",1,"sadovnikov.spasitiel_okieana"
"весь Океан",1,"sadovnikov.spasitiel_okieana"
"весь Париж",2,"sadovnikov.spasitiel_okieana"
"весь дом !",1,"sadovnikov.spasitiel_okieana"
"город Менга",4,"sadovnikov.spasitiel_okieana"
"далекий Перу",1,"sadovnikov.spasitiel_okieana"
"далекий Россия",1,"sadovnikov.spasitiel_okieana"
"исчезать Океан",1,"sadovnikov.spasitiel_okieana"
"ла Удиньер",1,"sadovnikov.spasitiel_okieana"
"мировой Океан",2,"sadovnikov.spasitiel_okieana"
"мировой океан",1,"sadovnikov.spasitiel_okieana"
"над Океан",1,"sadovnikov.spasitiel_okieana"
"новый Галактика",1,"sadovnikov.spasitiel_okieana"
"океан",3,"sadovnikov.spasitiel_okieana"
"прекрасный Франция",1,"sadovnikov.spasitiel_okieana"
"провинция Прованс",1,"sadovnikov.spasitiel_okieana"
"соседний Галактика",1,"sadovnikov.spasitiel_okieana"
"старинный Франция",1,"sadovnikov.spasitiel_okieana"
"столица Васьляндия",1,"sadovnikov.spasitiel_okieana"
"такой место , где нет никакой удобство .",1,"sadovnikov.spasitiel_okieana"
"тихоокеанский побережье",1,"sadovnikov.spasitiel_okieana"
"человечество Океан",1,"sadovnikov.spasitiel_okieana"
"Африка",5,"saharnov_sviatoslav.slony_i_chernilnitsy"
"Европа",1,"saharnov_sviatoslav.slony_i_chernilnitsy"
"Ленинград",2,"saharnov_sviatoslav.slony_i_chernilnitsy"
"Слип",1,"saharnov_sviatoslav.slony_i_chernilnitsy"
"марш",1,"saharnov_sviatoslav.slony_i_chernilnitsy"
"славный город Ленинград",2,"saharnov_sviatoslav.slony_i_chernilnitsy"
"Бог",1,"scherbakova.vam_i_ne_snilos"
"Енисей",1,"scherbakova.vam_i_ne_snilos"
"Кащенко",1,"scherbakova.vam_i_ne_snilos"
"Лена",1,"scherbakova.vam_i_ne_snilos"
"Ленинград",9,"scherbakova.vam_i_ne_snilos"
"Мариупола",2,"scherbakova.vam_i_ne_snilos"
"Мариуполь",6,"scherbakova.vam_i_ne_snilos"
"Мелитопол",1,"scherbakova.vam_i_ne_snilos"
"Мелитополь",3,"scherbakova.vam_i_ne_snilos"
"Москва",14,"scherbakova.vam_i_ne_snilos"
"Останкина",2,"scherbakova.vam_i_ne_snilos"
"Роман",7,"scherbakova.vam_i_ne_snilos"
"Узбекистан",1,"scherbakova.vam_i_ne_snilos"
"ЦИТО",2,"scherbakova.vam_i_ne_snilos"
"Юлькина",1,"scherbakova.vam_i_ne_snilos"
"ботанический",1,"scherbakova.vam_i_ne_snilos"
"ривьер",1,"scherbakova.vam_i_ne_snilos"
"советский Союз",1,"scherbakova.vam_i_ne_snilos"
"юлькин",1,"scherbakova.vam_i_ne_snilos"
"Грязнули",2,"sokol_ivan.pro_devochku_kotoraia_nichego_ne_hotela_umet"
"Замарыш",1,"sokol_ivan.pro_devochku_kotoraia_nichego_ne_hotela_umet"
"Королев Грязнуль",1,"sokol_ivan.pro_devochku_kotoraia_nichego_ne_hotela_umet"
"ваш грязный Величество",1,"sokol_ivan.pro_devochku_kotoraia_nichego_ne_hotela_umet"
"весь Таня",1,"sokol_ivan.pro_devochku_kotoraia_nichego_ne_hotela_umet"
"город Замарыш",1,"sokol_ivan.pro_devochku_kotoraia_nichego_ne_hotela_umet"
"дзынь",2,"sokol_ivan.pro_devochku_kotoraia_nichego_ne_hotela_umet"
"ля",1,"sokol_ivan.pro_devochku_kotoraia_nichego_ne_hotela_umet"
"сказка …",1,"sokol_ivan.pro_devochku_kotoraia_nichego_ne_hotela_umet"
"Арбат",1,"soloveichik.vataga_sem_vetrov"
"Африка",2,"soloveichik.vataga_sem_vetrov"
"ВДНХ",1,"soloveichik.vataga_sem_vetrov"
"Васильевка",1,"soloveichik.vataga_sem_vetrov"
"Гали Полетаева",1,"soloveichik.vataga_sem_vetrov"
"Гена",1,"soloveichik.vataga_sem_vetrov"
"Громославка",7,"soloveichik.vataga_sem_vetrov"
"Дон",1,"soloveichik.vataga_sem_vetrov"
"Европа",1,"soloveichik.vataga_sem_vetrov"
"Жердяй",1,"soloveichik.vataga_sem_vetrov"
"Испания",1,"soloveichik.vataga_sem_vetrov"
"Калифорния",1,"soloveichik.vataga_sem_vetrov"
"Клав",1,"soloveichik.vataga_sem_vetrov"
"Коля",2,"soloveichik.vataga_sem_vetrov"
"Котельниково",2,"soloveichik.vataga_sem_vetrov"
"Крым",1,"soloveichik.vataga_sem_vetrov"
"Мавзолей Ленин",1,"soloveichik.vataga_sem_vetrov"
"Москва",17,"soloveichik.vataga_sem_vetrov"
"Мышков",1,"soloveichik.vataga_sem_vetrov"
"Мышков часть Малиновский !",1,"soloveichik.vataga_sem_vetrov"
"Мышкова",6,"soloveichik.vataga_sem_vetrov"
"Роман",1,"soloveichik.vataga_sem_vetrov"
"Россия",3,"soloveichik.vataga_sem_vetrov"
"Сталинград",9,"soloveichik.vataga_sem_vetrov"
"Фон Лесинский",1,"soloveichik.vataga_sem_vetrov"
"Франция",2,"soloveichik.vataga_sem_vetrov"
"Электрозаводск",11,"soloveichik.vataga_sem_vetrov"
"верхне-кумский",1,"soloveichik.vataga_sem_vetrov"
"война",1,"soloveichik.vataga_sem_vetrov"
"малиновский",1,"soloveichik.vataga_sem_vetrov"
"мир",1,"soloveichik.vataga_sem_vetrov"
"мышковой",1,"soloveichik.vataga_sem_vetrov"
"октябрьский революция",1,"soloveichik.vataga_sem_vetrov"
"прочьпрочь",1,"soloveichik.vataga_sem_vetrov"
"пту",1,"soloveichik.vataga_sem_vetrov"
"ставка",1,"soloveichik.vataga_sem_vetrov"
"электрозаводск",1,"soloveichik.vataga_sem_vetrov"
"Америка",2,"sorokina.deti_stalingrada"
"Антиповкн",1,"sorokina.deti_stalingrada"
"Ашхабад",1,"sorokina.deti_stalingrada"
"Балыклей",2,"sorokina.deti_stalingrada"
"Бекетовка",4,"sorokina.deti_stalingrada"
"Болгария",3,"sorokina.deti_stalingrada"
"Братск",2,"sorokina.deti_stalingrada"
"Волга",2,"sorokina.deti_stalingrada"
"Волгоград",9,"sorokina.deti_stalingrada"
"Германия",1,"sorokina.deti_stalingrada"
"Городище",2,"sorokina.deti_stalingrada"
"Горький",1,"sorokina.deti_stalingrada"
"Донбасс",1,"sorokina.deti_stalingrada"
"Дубовка",19,"sorokina.deti_stalingrada"
"Европа",1,"sorokina.deti_stalingrada"
"Ерзовка",1,"sorokina.deti_stalingrada"
"Измаил",1,"sorokina.deti_stalingrada"
"Казахстан",4,"sorokina.deti_stalingrada"
"Камышин",1,"sorokina.deti_stalingrada"
"Киргизия",3,"sorokina.deti_stalingrada"
"Комлесостав",1,"sorokina.deti_stalingrada"
"Людмиль Васильевна",1,"sorokina.deti_stalingrada"
"Мили",1,"sorokina.deti_stalingrada"
"Мили Самойлова",1,"sorokina.deti_stalingrada"
"Москва",11,"sorokina.deti_stalingrada"
"Новочеркасск",1,"sorokina.deti_stalingrada"
"Нью-Йорк",1,"sorokina.deti_stalingrada"
"Родники",1,"sorokina.deti_stalingrada"
"Рубль восемьдесят",1,"sorokina.deti_stalingrada"
"Рудна",1,"sorokina.deti_stalingrada"
"Рудни",1,"sorokina.deti_stalingrada"
"Саратов",2,"sorokina.deti_stalingrada"
"Ставрополь",1,"sorokina.deti_stalingrada"
"Сталинград",47,"sorokina.deti_stalingrada"
"Тольятти Лида Шандишов",1,"sorokina.deti_stalingrada"
"Туркмения",1,"sorokina.deti_stalingrada"
"Тяжпромэлектропроекте",1,"sorokina.deti_stalingrada"
"Ульяновск",1,"sorokina.deti_stalingrada"
"Югославия",1,"sorokina.deti_stalingrada"
"Юля",1,"sorokina.deti_stalingrada"
"Ярославль",2,"sorokina.deti_stalingrada"
"арчединский",1,"sorokina.deti_stalingrada"
"весь Дубовка",1,"sorokina.deti_stalingrada"
"весь город Дубовка",1,"sorokina.deti_stalingrada"
"год Дубовка",1,"sorokina.deti_stalingrada"
"дубовский",1,"sorokina.deti_stalingrada"
"дубовский район",1,"sorokina.deti_stalingrada"
"крайний Север",1,"sorokina.deti_stalingrada"
"красный Армия",2,"sorokina.deti_stalingrada"
"красный Октябрь",1,"sorokina.deti_stalingrada"
"красный Октябрь """,3,"sorokina.deti_stalingrada"
"наш Родина",1,"sorokina.deti_stalingrada"
"наш красный Армия",2,"sorokina.deti_stalingrada"
"светлый Яра",2,"sorokina.deti_stalingrada"
"село Антиповка",1,"sorokina.deti_stalingrada"
"село Ветренка фатежский район курский область",1,"sorokina.deti_stalingrada"
"сталинградский",1,"sorokina.deti_stalingrada"
"сталинградский детоприемник",1,"sorokina.deti_stalingrada"
"туркменский ССР",1,"sorokina.deti_stalingrada"
"Антипино",1,"stepanov.rota_pochetnogo_karaula"
"Армия",1,"stepanov.rota_pochetnogo_karaula"
"Боровицкий",1,"stepanov.rota_pochetnogo_karaula"
"ВДВ",7,"stepanov.rota_pochetnogo_karaula"
"Днепр",1,"stepanov.rota_pochetnogo_karaula"
"Иванов",1,"stepanov.rota_pochetnogo_karaula"
"Катюшки",2,"stepanov.rota_pochetnogo_karaula"
"Коля",1,"stepanov.rota_pochetnogo_karaula"
"Кремль",2,"stepanov.rota_pochetnogo_karaula"
"Кузьмич",2,"stepanov.rota_pochetnogo_karaula"
"Ленинград",4,"stepanov.rota_pochetnogo_karaula"
"Москва",38,"stepanov.rota_pochetnogo_karaula"
"Москва - река",3,"stepanov.rota_pochetnogo_karaula"
"Москва великий",1,"stepanov.rota_pochetnogo_karaula"
"Москве-",1,"stepanov.rota_pochetnogo_karaula"
"Насте",1,"stepanov.rota_pochetnogo_karaula"
"Подольск",2,"stepanov.rota_pochetnogo_karaula"
"РПК",3,"stepanov.rota_pochetnogo_karaula"
"Рейхстаг",1,"stepanov.rota_pochetnogo_karaula"
"Родина",1,"stepanov.rota_pochetnogo_karaula"
"СССР",1,"stepanov.rota_pochetnogo_karaula"
"Соснино",1,"stepanov.rota_pochetnogo_karaula"
"ТТ",1,"stepanov.rota_pochetnogo_karaula"
"великий отечественный война",1,"stepanov.rota_pochetnogo_karaula"
"весь Москва",1,"stepanov.rota_pochetnogo_karaula"
"внутренний Россия",1,"stepanov.rota_pochetnogo_karaula"
"город",1,"stepanov.rota_pochetnogo_karaula"
"город Москва",1,"stepanov.rota_pochetnogo_karaula"
"горьковский область",1,"stepanov.rota_pochetnogo_karaula"
"дивизия",1,"stepanov.rota_pochetnogo_karaula"
"душной , уже затянуть сизый марев Москва",1,"stepanov.rota_pochetnogo_karaula"
"канал Москва - Волга",1,"stepanov.rota_pochetnogo_karaula"
"коммуналка",1,"stepanov.rota_pochetnogo_karaula"
"красный Поляна",11,"stepanov.rota_pochetnogo_karaula"
"мосфильмовский",1,"stepanov.rota_pochetnogo_karaula"
"наш любимый Родина",1,"stepanov.rota_pochetnogo_karaula"
"никитский",1,"stepanov.rota_pochetnogo_karaula"
"опять Юрка",1,"stepanov.rota_pochetnogo_karaula"
"советский Армия",1,"stepanov.rota_pochetnogo_karaula"
"советский Союз",5,"stepanov.rota_pochetnogo_karaula"
"у деревня Крюково погибать взво-о-од",1,"stepanov.rota_pochetnogo_karaula"
"фон бок",1,"stepanov.rota_pochetnogo_karaula"
"этот самый троицкий ворота",1,"stepanov.rota_pochetnogo_karaula"
"южный",1,"stepanov.rota_pochetnogo_karaula"
"Австралия",1,"strelkova.chet_i_nechet"
"Азия",2,"strelkova.chet_i_nechet"
"Алма-Ат",5,"strelkova.chet_i_nechet"
"Алма-Ата",8,"strelkova.chet_i_nechet"
"Алма-Атый",2,"strelkova.chet_i_nechet"
"Англия",4,"strelkova.chet_i_nechet"
"Атлантика",1,"strelkova.chet_i_nechet"
"Байконур",2,"strelkova.chet_i_nechet"
"Балаково",1,"strelkova.chet_i_nechet"
"Брянск",3,"strelkova.chet_i_nechet"
"Варшава",1,"strelkova.chet_i_nechet"
"Византия",1,"strelkova.chet_i_nechet"
"Владивосток",6,"strelkova.chet_i_nechet"
"Волга",1,"strelkova.chet_i_nechet"
"Вологд",1,"strelkova.chet_i_nechet"
"Вологда",1,"strelkova.chet_i_nechet"
"Еркина",1,"strelkova.chet_i_nechet"
"Жинишке -Кум",1,"strelkova.chet_i_nechet"
"Жинишке-Кум",1,"strelkova.chet_i_nechet"
"Индия",3,"strelkova.chet_i_nechet"
"Кавказ",1,"strelkova.chet_i_nechet"
"Казахстан",2,"strelkova.chet_i_nechet"
"Караганда",1,"strelkova.chet_i_nechet"
"Карпата",1,"strelkova.chet_i_nechet"
"Каспия",1,"strelkova.chet_i_nechet"
"Китай",1,"strelkova.chet_i_nechet"
"Колька",1,"strelkova.chet_i_nechet"
"Крым",2,"strelkova.chet_i_nechet"
"Куянда",1,"strelkova.chet_i_nechet"
"Ленинград",4,"strelkova.chet_i_nechet"
"Литературк """,1,"strelkova.chet_i_nechet"
"Лондон",1,"strelkova.chet_i_nechet"
"МГУ",1,"strelkova.chet_i_nechet"
"Молдавия",1,"strelkova.chet_i_nechet"
"Москва",18,"strelkova.chet_i_nechet"
"Мусаб",1,"strelkova.chet_i_nechet"
"Мусаба",5,"strelkova.chet_i_nechet"
"Новосибирск",1,"strelkova.chet_i_nechet"
"Нурлан",1,"strelkova.chet_i_nechet"
"Нью-Йорк",2,"strelkova.chet_i_nechet"
"Одесса",1,"strelkova.chet_i_nechet"
"Петербург",1,"strelkova.chet_i_nechet"
"Петровка",1,"strelkova.chet_i_nechet"
"Польша",1,"strelkova.chet_i_nechet"
"Россия",3,"strelkova.chet_i_nechet"
"Саул",1,"strelkova.chet_i_nechet"
"Сибирь",1,"strelkova.chet_i_nechet"
"Словакия",1,"strelkova.chet_i_nechet"
"Ташкент",2,"strelkova.chet_i_nechet"
"Тельман",8,"strelkova.chet_i_nechet"
"Тельман за ржавой Гвоздема",1,"strelkova.chet_i_nechet"
"Третьяковка",1,"strelkova.chet_i_nechet"
"Чукотка",1,"strelkova.chet_i_nechet"
"Чупчи",43,"strelkova.chet_i_nechet"
"Шолпан",1,"strelkova.chet_i_nechet"
"Юрта",1,"strelkova.chet_i_nechet"
"Якутск",1,"strelkova.chet_i_nechet"
"Япония",1,"strelkova.chet_i_nechet"
"в Владивосток",1,"strelkova.chet_i_nechet"
"весь Чупчи",1,"strelkova.chet_i_nechet"
"воевать",1,"strelkova.chet_i_nechet"
"городок - Тамара Бублик",1,"strelkova.chet_i_nechet"
"казахский республика",1,"strelkova.chet_i_nechet"
"машин",1,"strelkova.chet_i_nechet"
"москвич Володя",1,"strelkova.chet_i_nechet"
"надоесть Чупчи",1,"strelkova.chet_i_nechet"
"наш Чупчи",1,"strelkova.chet_i_nechet"
"неизвестный Еркин планета",1,"strelkova.chet_i_nechet"
"пап",1,"strelkova.chet_i_nechet"
"советский Армия",1,"strelkova.chet_i_nechet"
"советский Союз",1,"strelkova.chet_i_nechet"
"старый Байконур",1,"strelkova.chet_i_nechet"
"Беатрич",1,"tendryakov_vladimir.vesennie_perevertyshi"
"Братенев Римка",1,"tendryakov_vladimir.vesennie_perevertyshi"
"Вселенная",1,"tendryakov_vladimir.vesennie_perevertyshi"
"Дюшки",1,"tendryakov_vladimir.vesennie_perevertyshi"
"Дюшкин мир",1,"tendryakov_vladimir.vesennie_perevertyshi"
"Жан –Поля Марат",1,"tendryakov_vladimir.vesennie_perevertyshi"
"Жан–Поля Марат",2,"tendryakov_vladimir.vesennie_perevertyshi"
"Куделино",1,"tendryakov_vladimir.vesennie_perevertyshi"
"Марат",1,"tendryakov_vladimir.vesennie_perevertyshi"
"быстрый Римкин",1,"tendryakov_vladimir.vesennie_perevertyshi"
"в поселок Куделино",1,"tendryakov_vladimir.vesennie_perevertyshi"
"грязный улица Жан–Поля Марат",1,"tendryakov_vladimir.vesennie_perevertyshi"
"поселок Куделино",3,"tendryakov_vladimir.vesennie_perevertyshi"
"Белгород",1,"tiendriakov.noch_poslie_vypuska"
"Белоруссия",1,"tiendriakov.noch_poslie_vypuska"
